STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MNA,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3737.5724720055287,4026.5600240495905,4196.627620216144,4234.683705233989,4289.090797499109,4395.823878947626,4629.000193153439,4751.997797238879,4949.19410731788,5121.953596104748,5433.119566289192,5589.505304745117,5746.9984746886175,5884.429242577555,6368.436645841985,6725.703887187306,7143.3924641952335,7602.265708508939,7822.004562749895,7897.714215167561,8198.7884458168,8227.875572097866,8404.979059215546,8382.045881659442,8275.127341835168,7969.6283599510425,8078.928868424762,8408.929788501702,8745.3274271153,8763.98975936718,8889.598851141434,9412.55914393398,10374.610105122243,10869.502634170392,11220.606998116553
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MAC,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,"Macao SAR, China","GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,27936.37422906159,28516.234970171834,31329.80777052498,32584.896547379078,33577.0316859064,34329.533516291536,34324.84969981462,34635.78376843604,33028.27470173381,32315.367528099636,34686.94872053436,36214.85133404623,39641.48183264124,44601.81822619968,56585.30018321632,60569.456644472644,67194.51175409532,75672.64061685487,76827.01930665021,79138.80480169745,99835.08464065529,121085.67934458227,133111.61664261651,149859.18045511318,145187.08079441602,108656.7639049191,107653.1772818318,120774.96308075236,129457.9986001183,126029.62237109651,57077.532570509895,73374.44868295889,64193.529404861845,116328.54060013406,126959.91713890589
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLV,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,El Salvador,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2856.3383469232353,2945.048637519037,3171.4253353142103,3390.367811528494,3590.8651558149472,3807.7260377083453,3879.84269787887,4043.2304999984376,4171.275785770952,4297.561292182082,4422.445105742476,4542.925871924985,4671.553028281252,4828.702970671381,4997.5938525802085,5291.6696229924255,5694.523308840913,5949.426406119706,6174.6915515457395,6062.675719515575,6247.914527168286,6593.678068080219,6708.390322462836,7092.588521332975,7503.711058119813,7933.736978589991,8455.616147739745,8965.218908634504,9203.762163107725,9756.7521864595,9392.689138179434,10809.713399517961,11875.964806623284,12679.57687520609,13264.027090968028
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COD,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,"Congo, Dem. Rep.","GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,832.0681525596517,761.97579361076,674.3396985277658,576.3712134576907,539.5675865715706,532.1792803621579,526.1650192531661,497.12072251104286,481.2879142228703,451.824786955368,416.5482144602261,403.9831967066191,409.64183378114154,428.3324707005972,455.8665573965478,483.9100248273215,508.40081751830036,549.8276500787626,584.0208103114721,572.9592490248649,605.7851602809274,643.764679093976,647.8017332849286,760.6498799396196,859.356816141236,910.3931316386567,950.0222981585965,990.5450513947807,1048.865028556721,1056.172066592413,1088.7890035636976,1402.3856029522096,1590.1640421955578,1730.622288776939,1821.0486871805758
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEA,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,"Middle East, North Africa, Afghanistan & Pakistan","GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,5791.052742172571,6151.291995855923,6471.90501742372,6578.137299415947,6700.505793187782,6862.035697138098,7164.018610372342,7388.257885413802,7607.792396783894,7755.98669938939,8238.215566869898,8404.297877529829,8547.351863796199,8881.619959494119,9628.505333881281,10174.868088719973,10815.11395830968,11411.149381333778,11816.713004576908,11749.645061421226,12205.693488456629,12656.189023793915,13007.213356102435,12957.463619876438,12843.861647038473,11847.357077801697,11755.395742740355,12280.19305411627,12968.387048951476,12982.64736586867,12299.894442328066,13569.596109819822,15194.382068223513,15802.663197954846,16261.945388564865
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Early-demographic dividend,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2961.1468808197433,3124.9988786017793,3258.755396675184,3342.4664099061415,3446.378729532745,3571.665342342923,3764.0296903310764,3924.972260474743,3886.9999755009435,3972.9105440767453,4171.760265700781,4275.330910031743,4357.061442838661,4591.162777987138,4945.681810892657,5322.161076863461,5764.164056785013,6186.4495640142295,6469.072996669467,6555.760053359901,6961.194466341168,7376.21000035276,7746.79231589443,7978.416440989175,8211.154837037708,8319.913515249036,8635.174949243912,9114.437607870621,9604.812217609733,9940.087155181727,9683.176290564521,10813.116418746182,12274.96786500211,13251.64058756845,13995.405557695181
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CIV,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Côte d’Ivoire,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2693.36146600562,2677.0747200147375,2624.5242227022204,2576.993401495331,2550.9922244839536,2683.3209762821425,2831.7990371103638,3039.524738955382,3086.127663834273,3064.7994479374133,3040.5759318536275,2961.762872742164,2851.03041356835,2701.7416848785083,2794.173257193658,2841.8230879817274,2941.821411689125,2984.5347216156183,3115.8378918774533,3176.6324242061737,3360.5440882605467,3175.9192237075954,3290.723069494571,3619.0179085486493,4074.2144553978933,4403.642966189985,4530.6484980848745,4690.178018610959,4945.625205759153,5516.3905512682895,5543.850963189389,6045.204804908794,6719.443815576367,7237.181707409086,7669.231957156869
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MAR,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Morocco,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2776.82250976563,3025.00708007813,2979.068359375,2979.28686523438,3314.78149414063,3152.42724609375,3551.25610351563,3502.00805664063,3740.35913085938,3800.6298828125,3930.22314453125,4268.86962890625,4436.4287109375,4741.0615234375,5024.6943359375,5274.74169921875,5780.6181640625,6057.935546875,6437.0634765625,6628.57666015625,6848.66748046875,7274.1474609375,7307.6123046875,7542.0986328125,7237.27734375,7799.09228515625,7853.17626953125,8115.12060546875,7801.0986328125,8046.22900390625,7704.84912109375,8623.265625,9310.0322265625,9894.650390625,10415.1240234375
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KAZ,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Kazakhstan,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,7874.187363569538,7192.8020797262125,6945.0944110073115,6477.348525324722,5860.350668634771,5595.433989494215,5836.07198360121,6177.924750265571,6283.545905356244,6625.782151908471,7418.196120768577,8568.087194920307,9504.450824869486,10532.446697349082,11777.111957013412,13226.146696389224,14965.772319567637,16581.224053117723,17278.47216811465,17389.01458383157,18641.806147707277,20159.932942641302,21367.218059537212,23754.134195211693,23958.112889060256,22484.36513826067,23023.087229389857,23973.06022956508,25096.128586261526,28689.271083837393,29039.82296245091,32945.85157258231,35895.083987166676,38515.18360099794,40890.931769440824
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUR,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Türkiye,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,8207.988335081913,8417.919706454073,8968.669876705753,9751.25450923278,9252.976523752515,9962.11145158939,10624.481898266005,11513.728684553816,8762.748659879626,8470.46812817135,9325.808175655735,9014.058442615915,9154.45153457514,9474.029255350513,10759.336343192737,11803.360442447609,13555.335974862322,14951.141675678049,16141.68880749249,15559.742533250135,17466.26417389352,19717.243831711137,20739.272548850568,22475.290977838835,24192.537613837034,25890.054890105785,26730.75997318347,28353.540641096562,28640.340183980177,29016.455565344517,29209.330886688283,32105.547440050563,39564.110326733295,42786.20049486639,45639.01927359441
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FCS,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Fragile and conflict affected situations,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2695.7852614374365,2748.091597281856,2754.5738112069344,2679.41208882237,2530.8483689538148,2507.664989480025,2542.154695653241,2658.5354663721855,2737.917604373849,2756.340344504388,2915.9609785340253,3042.532039910211,3085.1866872325563,3036.7585092504232,3453.4411041762605,3700.4095986175384,3975.6909400688173,4252.370779491905,4448.719038350275,4416.583960886461,4603.952527680694,4652.682692890382,4869.8073378907875,5093.91239922588,5141.214324331172,4942.525790188122,4985.126802715452,5261.517632647354,5415.629866347782,5650.708825402149,5457.880467847167,5760.7819109520415,5994.67753109439,6234.090526383521,6394.565913309449
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UZB,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Uzbekistan,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2664.664875657848,2676.1101011015216,2371.467571919816,2317.5983510799206,2196.5111076055946,2178.3274830149744,2213.9526391971235,2328.6579984733244,2417.8262150652918,2521.839510975271,2644.263541635358,2782.3487105001227,2902.039836176893,3047.2485683549244,3321.196544009784,3617.854868314608,3955.976820759281,4386.129336695802,4800.059143275529,5135.464446475829,5504.856379313699,5949.484123528995,6168.137647551723,6412.7238692872015,6609.767172777077,6799.5733284218295,6919.2947562180425,7818.011129774256,8128.755203035225,8544.080267297179,8451.725051081145,9247.643827039294,10292.530942748537,11106.971593476683,11878.552870684822
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HPC,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Heavily indebted poor countries (HIPC),"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1077.8458119367021,1101.0297541674838,1085.9392923420505,1088.8816308772182,1084.622475910488,1132.3567671530077,1183.9526369529128,1245.337699659642,1271.025594816829,1298.156602914124,1332.576055614002,1377.2967906897914,1413.9801098703824,1461.1528750492255,1542.6391726336549,1633.3514511871426,1731.0499794992495,1825.6845174818004,1912.0168409815046,1936.581948973429,2025.116901754454,2099.895287505304,2107.5413555583805,2201.3238724733455,2350.009650458353,2407.8225313523612,2502.77278365873,2589.6001258633446,2694.0764099823527,2819.5120360608225,2816.029474219592,3035.0607700499313,3310.5811257997716,3449.708579280772,3611.7625881397603
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BDI,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Burundi,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,598.3050459941657,636.1464401724343,639.8768658501473,633.81242046807,618.5197090206258,547.6897575965727,512.7451814323468,513.3332053901026,533.4712895238918,522.8755786716508,519.2373066655774,528.4355734134365,544.9227900170551,531.8126121945558,551.5622092436046,553.0479737598632,579.707804423789,593.560734529723,609.0429064618187,604.5881540802494,613.6958800498892,628.6654482961784,637.2470801911008,687.3709683117152,724.3719541832735,722.0328983799333,764.2822216369165,791.3934949298982,823.0131022416592,868.4237316608336,958.1355994900838,1035.5385738493778,1104.7771876487784,1149.9840584238932,1194.9468137038734
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUN,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Tunisia,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3779.6846739570724,3975.398015981367,4292.152883406801,4401.199600529701,4555.486838910879,4686.170397568494,5039.710980167208,5332.779910505353,5579.3872567308035,5929.900902180758,6278.986808810569,6593.381965424647,6715.110784425048,7098.423561626398,7671.845359653051,8116.954899378903,8728.657125498548,9479.350639363278,9975.022321258988,10237.088999450041,10555.088703322073,10435.995667537265,10614.531301193967,10671.569727457032,10946.89357576384,10782.543838244115,10993.66384645216,11288.780013508465,11841.40619806031,12494.79057334554,11918.066205482997,12444.3264026887,13618.53899186514,14040.59611481423,14521.008093763836
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DNK,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Denmark,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,18225.476413800243,19067.02879663501,19830.3379439042,20216.895458098643,21668.545231065975,22676.521113195216,23722.780083669822,24887.069851798675,25798.83229108169,26642.221558861747,28647.828283078255,29458.988214109784,30666.59676740218,30864.112368737085,33015.551589249306,34238.32181474373,37392.32114138892,39110.09563657564,41467.38618797774,40524.312351022396,43037.59891924865,44443.71638447256,44755.16242730184,46869.193288774935,47879.59555582332,48897.20997766112,51820.952130549085,55271.59760026594,57233.62316856178,60594.96640019097,62682.289947438905,69715.18096809289,78913.65349131271,77892.29326099037,81878.23498491813
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MOZ,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Mozambique,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,296.0385087230048,314.93003875830254,291.98933275155275,321.27851896221466,326.44168446490465,320.59989030494955,349.73193868479837,387.05904430548344,422.2672815740873,468.208668538029,471.96732976179084,532.6273101604564,580.0409214271853,619.9875106817716,673.345717268781,721.4117619434861,798.3876676425415,861.9876827435392,916.155850233958,951.4854537638577,1000.2411486647997,1063.6554329631088,1075.8778608536088,1113.752527592904,1165.828266075048,1317.8878595682165,1379.107400286906,1282.7496599180142,1325.5869556895268,1388.7970703444616,1411.6204022991124,1457.2354093092151,1581.9441944262007,1678.3911824368079,1705.37919520416
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BWA,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Botswana,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,6103.616121453853,6598.443399437903,6753.032491313894,6846.706383348086,7048.516539349837,7502.7789423853255,7890.351442062623,8496.766651711016,8441.283470403569,9187.645663704898,9380.376072539717,9419.793907437854,9957.740559351494,10438.758033344853,10818.15865031668,11458.227096796847,12562.96499327229,13388.737913847524,13810.355526135994,11686.184663965723,12753.306634011746,13635.426766614584,12736.58338910044,13621.149472669544,15003.319751834926,14143.694073372764,16228.1231235664,15700.665047964107,15785.819633780993,15960.015614390279,15292.262467325198,17960.625444743728,19976.83437944735,21012.10319924998,20538.13201788891
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAK,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Pakistan,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1895.2626696780655,1991.579640456382,2132.0194172942092,2160.1896665616223,2223.514283738888,2314.907985465209,2400.6345166004517,2398.0135745739644,2419.0778543623696,2474.8164771705724,2565.199588151414,2643.766275071867,2687.829936199274,2821.7313702304486,3048.3570912287623,3292.6022326953766,3514.8136524113715,3672.1852745886094,3721.332935616219,3777.090986290509,3785.7011353059484,3879.597769344898,4046.5984876631114,4173.938585687575,4312.990700407763,4480.263134609849,4630.731506837398,4789.536465575526,4979.373496165502,5037.534015597454,5048.021306296299,5367.273647147621,5920.274306541074,6013.9896363860025,6252.115431995586
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PER,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Peru,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3366.6569613939437,3483.5389808508335,3472.2306587263565,3666.233188703235,4123.04187570327,4434.672451809786,4555.769594985063,4844.098198775212,4791.405701451249,4847.398267451439,5011.945407191643,5086.422478067786,5382.566412739768,5656.858161179667,6037.52025106396,6559.5433002175405,7213.596060315906,7982.050083772244,8820.139010568488,8916.595775353591,9713.358633093621,10462.577043466257,10757.152223435121,11290.554740387362,11517.737171024686,11600.387399286728,12066.54606833171,12591.856287923441,13078.232350340506,13563.537293355057,12563.303806089298,15280.551210648637,16669.156148676902,17011.227802882473,17802.418249897237
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SXM,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Sint Maarten (Dutch part),"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,36454.088241633886,37736.40567991963,39730.546734926655,35520.513869352675,36178.187015854404,43514.2365385271,44587.591150076594,44845.106868735005,44479.29670768257,41653.20089647838,45715.6970519376,38901.48676037122,40507.067241171724,48760.68205809973,51686.65208180837,53768.6573945662
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GIN,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Guinea,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,870.7442226488333,887.4709599965255,907.9394064211453,947.0582355677637,975.9800229438903,1013.6323237287754,1048.158239152736,1098.668685120118,1130.0430385776956,1163.3600931269373,1195.8061145334527,1250.9705972023114,1315.366693716844,1327.9677654105421,1366.0316023923535,1422.3508819892154,1452.9608316418678,1557.5858486886261,1613.6988451893637,1566.7008924776455,1621.6916114124235,1705.2711043804861,1789.9747303356132,1842.0022773740914,1873.2141305895714,1929.6809133218671,2255.3261799261536,2687.095048271709,2844.4642767054875,3105.827890154429,3331.856630038006,3738.8051255133023,4062.3613643792173,4333.746173126264,4565.300788845597
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CHE,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Switzerland,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,28461.237765881073,28792.16651297044,29112.65970433758,29495.334321615483,30265.41192156675,30841.777137495614,31509.47954478189,32735.680385358763,33859.89492881195,34742.63186315548,36703.06616466305,37818.90745173738,38704.958459724236,38732.38495132135,40171.180574627906,41524.84887329322,46265.68206792712,50927.630857566,53808.78411270659,52998.98846351999,54426.28280927895,57493.58105592107,59440.91586076658,61656.46617085157,63417.04381103189,65265.04573355997,67350.7518747757,68193.50559402621,70688.81874911941,73732.23533220934,72997.82395032821,81001.41112061175,94421.4576550424,95141.59609436324,96497.6947971323
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,JPN,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Japan,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,19911.814009277612,21226.936220263862,21825.027149619695,22167.773325237766,22822.581158046345,23858.116742280745,24999.489444572337,25619.009102882515,25508.420762833175,25735.97109115167,27287.979330160848,27942.741960130483,28623.588447936738,29391.70423707286,30831.507910499844,32169.867493646037,33631.807635916055,35015.32828816315,35273.79115215602,33543.41987398711,35336.0080490032,36214.4397740241,37605.97426145393,39402.025098802456,39555.41200891975,40898.80697396,40596.9686628995,41444.21574439123,42141.93529877579,42678.151144835385,42425.69467896506,44355.3487163354,47192.050060337155,50661.76634631089,52039.17165516113
